time,T.air,CO2.ppm,wspd,RAD,VPD,PAR,rain,year,sort
273.46,18.05,380,1.59,679.7,1.09,1406.98,0,2011,1
273.47,18.36,380,1.2,700.5,1.14,1450.04,0,2011,1
273.48,18.69,380,1.39,717.8,1.19,1485.85,0,2011,1
273.49,18.92,380,1.6,722.2,1.25,1494.95,0,2011,1
273.5,18.93,380,1.88,729.1,1.25,1509.24,0,2011,1
273.51,19,380,1.62,727.8,1.26,1506.55,0,2011,1
273.52,19.39,380,1.69,732.7,1.35,1516.69,0,2011,1
273.53,19.54,380,1.82,731.5,1.39,1514.21,0,2011,1
273.54,19.82,380,1.8,719.3,1.46,1488.95,0,2011,1
273.55,20.32,380,1.48,707.6,1.54,1464.73,0,2011,1
273.56,20.49,380,1.34,695.1,1.55,1438.86,0,2011,1
273.57,20.72,380,1.18,679.4,1.58,1406.36,0,2011,1
273.58,20.51,380,1.68,640.3,1.42,1325.42,0,2011,1
273.59,20.4,380,1.68,641.2,1.14,1327.28,0,2011,1
273.6,20.44,380,0.95,605.7,1.01,1253.80,0,2011,1
273.61,19.85,380,1.51,557.3,0.89,1153.61,0,2011,1
273.62,19.59,380,1.46,511,0.83,1057.77,0,2011,1
273.64,19.59,380,1,470.8,0.83,974.56,0,2011,1
273.65,19.32,380,1.11,402.7,0.77,833.59,0,2011,1
273.66,18.99,380,1.18,368.3,0.71,762.38,0,2011,1
273.67,18.81,380,0.7,326.7,0.7,676.27,0,2011,1
273.68,18.74,380,0.88,281,0.68,581.67,0,2011,1
273.69,18.29,380,0.85,233.5,0.63,483.35,0,2011,1
273.7,17.98,380,0.8,191.3,0.58,395.99,0,2011,1
273.71,17.38,380,1.01,138.1,0.51,285.87,0,2011,1
273.72,16.62,380,0.89,70.43,0.41,145.79,0,2011,1
273.73,15.45,380,1.08,22.32,0.28,46.20,0,2011,1
273.74,14.82,380,1.04,8.66,0.2,17.93,0,2011,1
273.75,14.45,380,0.74,1.83,0.16,3.79,0,2011,1
273.76,14.31,380,0.72,0,0.14,0.00,0,2011,1
273.77,14.16,380,1.16,0,0.14,0.00,0,2011,1
273.78,13.95,380,0.92,0,0.14,0.00,0,2011,1
273.79,13.72,380,0.92,0,0.13,0.00,0,2011,1
273.8,13.55,380,0.74,0,0.15,0.00,0,2011,1
273.81,13.46,380,0.88,0,0.16,0.00,0,2011,1
273.82,13.42,380,1.03,0,0.16,0.00,0,2011,1
273.83,13.38,380,1.07,0,0.17,0.00,0,2011,1
273.84,13.28,380,0.9,0,0.22,0.00,0,2011,1
273.85,13.21,380,1.48,0,0.21,0.00,0,2011,1
273.86,13.24,380,1.86,0,0.21,0.00,0,2011,1
273.88,13.4,380,1.48,0,0.33,0.00,0,2011,1
273.89,13.59,380,1.52,0,0.39,0.00,0,2011,1
273.9,13.66,380,1.63,0,0.41,0.00,0,2011,1
273.91,13.52,380,0.8,0,0.38,0.00,0,2011,1
273.92,13.28,380,0.62,0,0.32,0.00,0,2011,1
273.93,13,380,0.41,0,0.28,0.00,0,2011,1
273.94,13.05,380,1.06,0,0.32,0.00,0,2011,1
273.95,13.06,380,1.03,0,0.33,0.00,0,2011,1
273.96,13.14,380,0.51,0,0.33,0.00,0,2011,1
273.97,12.92,380,0.84,0,0.28,0.00,0,2011,1
273.98,12.89,380,0.9,0,0.27,0.00,0,2011,1
273.99,12.87,380,0.82,0,0.31,0.00,0,2011,1
274,13.01,380,0.56,0,0.36,0.00,0,2011,1
274.01,12.52,380,0.37,0,0.31,0.00,0,2011,1
274.02,12.47,380,0.26,0,0.27,0.00,0,2011,1
274.03,12.21,380,0.34,0,0.27,0.00,0,2011,1
274.04,12.44,380,0.4,0,0.32,0.00,0,2011,1
274.05,12.46,380,0.42,0,0.32,0.00,0,2011,1
274.06,12.6,380,0.69,0,0.32,0.00,0,2011,1
274.07,12.43,380,0.33,0,0.23,0.00,0,2011,1
274.08,12.45,380,0.59,0.02,0.15,0.04,0,2011,1
274.09,12.31,380,0.12,0,0.12,0.00,0,2011,1
274.1,12.21,380,0.28,0,0.1,0.00,0,2011,1
274.11,12.34,380,0.36,0,0.09,0.00,0,2011,1
274.12,12.39,380,0.55,0,0.07,0.00,0,2011,1
274.14,12.3,380,0.56,0,0.07,0.00,0,2011,1
274.15,12.25,380,0.88,0,0.07,0.00,0,2011,1
274.16,12.33,380,0.76,0,0.1,0.00,0,2011,1
274.17,12.29,380,0.49,0,0.11,0.00,0,2011,1
274.18,12.48,380,1.47,0,0.14,0.00,0,2011,1
274.19,12.5,380,1.01,0,0.13,0.00,0,2011,1
274.2,12.46,380,0.42,0,0.15,0.00,0,2011,1
274.21,12.41,380,0.4,0,0.15,0.00,0,2011,1
274.22,12.37,380,0.56,0,0.12,0.00,0,2011,1
274.23,12.5,380,1.42,0,0.13,0.00,0,2011,1
274.24,12.72,380,2.53,0.45,0.28,0.93,0,2011,1
274.25,12.8,380,2.18,3.59,0.32,7.43,0,2011,1
274.26,12.97,380,2.01,11.9,0.33,24.63,0,2011,1
274.27,13.15,380,1.74,20.05,0.35,41.50,0,2011,1
274.28,13.24,380,1.52,26.69,0.35,55.25,0,2011,1
274.29,13.4,380,1.6,32.44,0.37,67.15,0,2011,1
274.3,13.71,380,1.58,37.02,0.41,76.63,0,2011,1
274.31,13.98,380,1.51,39.28,0.45,81.31,0,2011,1
274.32,14.24,380,1.13,40.93,0.47,84.73,0,2011,1
274.33,14.34,380,0.78,44.15,0.48,91.39,0,2011,1
274.34,14.47,380,0.56,46.97,0.51,97.23,0,2011,1
274.35,14.48,380,0.4,49.07,0.52,101.57,0,2011,1
274.36,14.52,380,0.31,51.42,0.52,106.44,0,2011,1
274.38,14.76,380,0.38,53.89,0.59,111.55,0,2011,1
274.39,15.12,380,0.64,240.5,0.64,497.84,0,2011,1
274.4,15.92,380,0.75,487,0.67,1008.09,0,2011,1
274.41,16.22,380,1.03,520.3,0.74,1077.02,0,2011,1
274.42,16.61,380,1.13,559.7,0.91,1158.58,0,2011,1
274.43,16.96,380,1.18,588.4,0.93,1217.99,0,2011,1
274.44,17.38,380,1.03,618.6,0.99,1280.50,0,2011,1
274.45,17.64,380,0.87,654.2,1.05,1354.19,0,2011,1
274.46,18.07,380,0.95,665.1,1.09,1376.76,0,2011,1
274.47,18.32,380,1.1,690.4,1.15,1429.13,0,2011,1
274.48,18.4,380,1.03,702.3,1.15,1453.76,0,2011,1
274.49,19.02,380,0.97,718.3,1.24,1486.88,0,2011,1
274.5,18.8,380,1.99,728.4,1.26,1507.79,0,2011,1
274.51,19.25,380,0.84,731.7,1.32,1514.62,0,2011,1
274.52,19.22,380,1.9,732.7,1.34,1516.69,0,2011,1
274.53,19.18,380,1.43,727.8,1.34,1506.55,0,2011,1
274.54,19.33,380,1.67,725.4,1.37,1501.58,0,2011,1
274.55,19.68,380,0.74,714.6,1.4,1479.22,0,2011,1
274.56,19.59,380,0.94,697.5,1.4,1443.83,0,2011,1
274.57,19.93,380,1.5,677.6,1.37,1402.63,0,2011,1
274.58,19.59,380,1.56,650.2,1.26,1345.91,0,2011,1
274.59,20.38,380,1.38,623.4,1.3,1290.44,0,2011,1
274.6,20.15,380,1.45,528,1.16,1092.96,0,2011,1
274.61,19.5,380,1.51,546.3,1,1130.84,0,2011,1
274.62,19.61,380,1.4,527.5,0.98,1091.93,0,2011,1
274.64,19.49,380,1.51,490.5,0.93,1015.34,0,2011,1
274.65,19.28,380,1.63,451,0.86,933.57,0,2011,1
274.66,19.36,380,1.23,402.3,0.82,832.76,0,2011,1
274.67,19.02,380,1.08,353.1,0.76,730.92,0,2011,1
274.68,18.29,380,1.09,278.7,0.66,576.91,0,2011,1
274.69,17.85,380,0.71,178.8,0.58,370.12,0,2011,1
274.7,17.56,380,1.39,177.6,0.54,367.63,0,2011,1
274.71,17.1,380,1.33,132,0.5,273.24,0,2011,1
274.72,16.39,380,1.46,62.93,0.41,130.27,0,2011,1
274.73,15.6,380,0.88,17.03,0.33,35.25,0,2011,1
274.74,15.19,380,0.89,6.75,0.35,13.97,0,2011,1
274.75,14.72,380,0.82,1.01,0.27,2.09,0,2011,1
274.76,14.43,380,1.07,0,0.27,0.00,0,2011,1
274.77,14.39,380,0.9,0,0.36,0.00,0,2011,1
274.78,14.45,380,0.6,0,0.43,0.00,0,2011,1
274.79,14.55,380,0.64,0,0.48,0.00,0,2011,1
274.8,14.37,380,0.43,0,0.51,0.00,0,2011,1
274.81,14.4,380,0.44,0,0.59,0.00,0,2011,1
274.82,14.47,380,0.52,0,0.68,0.00,0,2011,1
274.83,14.46,380,0.38,0,0.79,0.00,0,2011,1
274.84,14.67,380,0.9,0,0.94,0.00,0,2011,1
274.85,14.6,380,0.33,0,0.93,0.00,0,2011,1
274.86,14.75,380,0.94,0,0.94,0.00,0,2011,1
274.88,14.59,380,1.22,0,0.87,0.00,0,2011,1
274.89,14.52,380,0.97,0,0.88,0.00,0,2011,1
274.9,14.44,380,1.04,0,0.9,0.00,0,2011,1
274.91,14.4,380,1.21,0,0.89,0.00,0,2011,1
274.92,14.3,380,0.86,0,0.89,0.00,0,2011,1
274.93,14.53,380,1.81,0,0.89,0.00,0,2011,1
274.94,14.56,380,1.55,0,0.84,0.00,0,2011,1
274.95,14.27,380,0.34,0,0.77,0.00,0,2011,1
274.96,14.04,380,1.01,0,0.66,0.00,0,2011,1
274.97,14.05,380,0.71,0,0.6,0.00,0,2011,1
274.98,13.92,380,0.57,0,0.59,0.00,0,2011,1
274.99,13.87,380,0.3,0,0.58,0.00,0,2011,1
275,13.69,380,0.14,0,0.55,0.00,0,2011,1
275.01,13.51,380,0.36,0,0.52,0.00,0,2011,1
275.02,13.54,380,0.96,0,0.52,0.00,0,2011,1
275.03,13.72,380,1.2,0,0.52,0.00,0,2011,1
275.04,13.61,380,0.54,0,0.53,0.00,0,2011,1
275.05,13.46,380,0.21,0,0.5,0.00,0,2011,1
275.06,13.58,380,0.18,0,0.5,0.00,0,2011,1
275.07,13.38,380,0.19,0,0.48,0.00,0,2011,1
275.08,13.44,380,0.94,0,0.52,0.00,0,2011,1
275.09,13.82,380,0.83,0,0.57,0.00,0,2011,1
275.1,13.75,380,1.14,0,0.6,0.00,0,2011,1
275.11,13.97,380,1.57,0,0.65,0.00,0,2011,1
275.12,13.94,380,1.6,0,0.71,0.00,0,2011,1
275.14,14.3,380,1.57,0,0.89,0.00,0,2011,1
275.15,14.4,380,1.43,0,0.9,0.00,0,2011,1
275.16,14.54,380,1.07,0,0.96,0.00,0,2011,1
275.17,14.43,380,1.1,0,0.96,0.00,0,2011,1
275.18,14.47,380,1.32,0,0.97,0.00,0,2011,1
275.19,14.65,380,0.96,0,1,0.00,0,2011,1
275.2,14.73,380,0.94,0,1,0.00,0,2011,1
275.21,14.7,380,1.14,0,0.95,0.00,0,2011,1
275.22,14.06,380,0.83,0,0.75,0.00,0,2011,1
275.23,13.73,380,0.71,0,0.63,0.00,0,2011,1
275.24,13.83,380,0.63,0.41,0.65,0.85,0,2011,1
275.25,13.89,380,0.47,3.07,0.67,6.35,0,2011,1
275.26,13.86,380,0.34,9.63,0.68,19.93,0,2011,1
275.27,13.56,380,0.04,15.94,0.63,33.00,0,2011,1
275.28,13.41,380,0.13,20.95,0.58,43.37,0,2011,1
275.29,13.66,380,0.52,24.73,0.57,51.19,0,2011,1
275.3,13.77,380,0.02,27.67,0.58,57.28,0,2011,1
275.31,13.82,380,0.08,30.25,0.6,62.62,0,2011,1
275.32,13.99,380,0.09,33.11,0.61,68.54,0,2011,1
275.33,14.08,380,0.27,34.83,0.62,72.10,0,2011,1
275.34,14.25,380,0.18,36.72,0.58,76.01,0,2011,1
275.35,14.6,380,0.64,38.72,0.59,80.15,0,2011,1
275.36,14.76,380,0.8,42.3,0.58,87.56,0,2011,1
275.38,15.02,380,0.76,46.02,0.6,95.26,0,2011,1
275.39,15.24,380,0.49,234.1,0.61,484.59,0,2011,1
275.4,15.98,380,0.75,491.3,0.71,1016.99,0,2011,1
275.41,16.46,380,0.77,531.4,0.78,1100.00,0,2011,1
275.42,16.83,380,0.81,561.9,0.81,1163.13,0,2011,1
275.43,17.35,380,0.77,593.4,0.87,1228.34,0,2011,1
275.44,17.91,380,0.56,621.8,0.95,1287.13,0,2011,1
275.45,18.17,380,1.25,643.4,0.95,1331.84,0,2011,1
275.46,18.3,380,1.51,664.3,0.95,1375.10,0,2011,1
275.47,18.42,380,1.42,676.8,0.94,1400.98,0,2011,1
275.48,18.68,380,1.42,694.8,0.97,1438.24,0,2011,1
275.49,18.98,380,1.39,697.5,0.99,1443.83,0,2011,1
275.5,18.95,380,1.4,668.8,0.96,1384.42,0,2011,1
275.51,19.17,380,1.39,706.7,0.97,1462.87,0,2011,1
275.52,19.42,380,1.75,658.6,0.99,1363.30,0,2011,1
275.53,19.62,380,1.56,729.4,1.01,1509.86,0,2011,1
275.54,19.82,380,1.85,671.1,1.03,1389.18,0,2011,1
275.55,19.41,380,1.43,594.4,0.99,1230.41,0,2011,1
275.56,20.03,380,1.08,668.2,1.07,1383.17,0,2011,1
275.57,20.27,380,2.02,640.8,1.12,1326.46,0,2011,1
275.58,20.41,380,1.94,625.6,1.15,1294.99,0,2011,1
275.59,20.39,380,1.78,596.7,1.16,1235.17,0,2011,1
275.6,20.4,380,1.82,563.5,1.16,1166.45,0,2011,1
275.61,20.5,380,1.58,540,1.18,1117.80,0,2011,1
275.62,20.53,380,1.53,511,1.19,1057.77,0,2011,1
275.64,20.47,380,1.34,471.3,1.19,975.59,0,2011,1
275.65,20.63,380,1.01,425.7,1.23,881.20,0,2011,1
275.66,20.69,380,1.37,383.8,1.24,794.47,0,2011,1
275.67,20.55,380,1.35,342.7,1.24,709.39,0,2011,1
275.68,20.66,380,1.32,296.9,1.26,614.58,0,2011,1
275.69,20.34,380,1.4,247.7,1.24,512.74,0,2011,1
275.7,20.26,380,1.32,198.3,1.24,410.48,0,2011,1
275.71,19.95,380,1.16,145.6,1.21,301.39,0,2011,1
275.72,19.6,380,0.38,60.54,1.17,125.32,0,2011,1
275.73,18.37,380,0.31,14.99,1.02,31.03,0,2011,1
275.74,18,380,1.12,5.3,1.01,10.97,0,2011,1
275.75,17.76,380,0.74,0.84,1,1.74,0,2011,1
275.76,17.83,380,0.6,0,1.04,0.00,0,2011,1
275.77,17.5,380,0.27,0,0.99,0.00,0,2011,1
275.78,17.23,380,0.27,0,0.94,0.00,0,2011,1
275.79,16.97,380,0.21,0,0.9,0.00,0,2011,1
275.8,16.98,380,0.19,0,0.92,0.00,0,2011,1
275.81,17,380,0.76,0,0.99,0.00,0,2011,1
275.82,17.65,380,0.79,0,1.16,0.00,0,2011,1
275.83,17.78,380,1.1,0,1.17,0.00,0,2011,1
275.84,17.78,380,1.39,0,1.14,0.00,0,2011,1
275.85,17.72,380,1.49,0,1.1,0.00,0,2011,1
275.86,17.7,380,1.14,0,1.1,0.00,0,2011,1
275.88,17.45,380,1.2,0,1.04,0.00,0,2011,1
275.89,17.38,380,1.07,0,1.02,0.00,0,2011,1
275.9,17.28,380,0.95,0,1.02,0.00,0,2011,1
275.91,17.26,380,1.11,0,1.02,0.00,0,2011,1
275.92,17.28,380,0.71,0,1.08,0.00,0,2011,1
275.93,17.52,380,0.66,0,1.2,0.00,0,2011,1
275.94,17.75,380,0.12,0,1.31,0.00,0,2011,1
275.95,17.87,380,0.17,0,1.39,0.00,0,2011,1
275.96,17.83,380,0.18,0,1.4,0.00,0,2011,1
275.97,17.83,380,0.09,0,1.43,0.00,0,2011,1
275.98,17.7,380,0.28,0,1.43,0.00,0,2011,1
275.99,17.74,380,0.28,0,1.46,0.00,0,2011,1
276,17.71,380,0.03,0,1.52,0.00,0,2011,1
276.01,17.82,380,0.07,0,1.52,0.00,0,2011,1
276.02,17.95,380,0.3,0,1.53,0.00,0,2011,1
276.03,17.93,380,0.22,0,1.44,0.00,0,2011,1
276.04,17.6,380,0.29,0,1.4,0.00,0,2011,1
276.05,17.45,380,0.27,0,1.36,0.00,0,2011,1
276.06,17.24,380,0.12,0,1.22,0.00,0,2011,1
276.07,16.93,380,0.08,0,1.09,0.00,0,2011,1
276.08,17.11,380,0.55,0,1.1,0.00,0,2011,1
276.09,17.26,380,0.67,0,1.12,0.00,0,2011,1
276.1,17.29,380,0.42,0,1.23,0.00,0,2011,1
276.11,17.49,380,0.46,0,1.38,0.00,0,2011,1
276.12,17.11,380,0.12,0,1.29,0.00,0,2011,1
276.14,16.93,380,0.25,0,1.21,0.00,0,2011,1
276.15,16.96,380,0.38,0,1.17,0.00,0,2011,1
276.16,16.84,380,0.42,0,1.1,0.00,0,2011,1
276.17,16.75,380,0.61,0,1.05,0.00,0,2011,1
276.18,16.83,380,0.81,0,1.02,0.00,0,2011,1
276.19,16.83,380,0.8,0,1.01,0.00,0,2011,1
276.2,16.7,380,0.33,0,0.99,0.00,0,2011,1
276.21,16.55,380,0.2,0,0.97,0.00,0,2011,1
276.22,16.52,380,0.37,0,0.94,0.00,0,2011,1
276.23,16.56,380,0.31,0,0.95,0.00,0,2011,1
276.24,16.6,380,0.41,0.3,1.04,0.62,0,2011,1
276.25,16.92,380,0.32,2.71,1.19,5.61,0,2011,1
276.26,16.91,380,0.32,8.83,1.16,18.28,0,2011,1
276.27,17.1,380,0.36,15.02,1.19,31.09,0,2011,1
276.28,17.34,380,0.97,19.94,1.2,41.28,0,2011,1
276.29,17.51,380,0.38,23.57,1.16,48.79,0,2011,1
276.3,17.46,380,0.62,26.34,1.14,54.52,0,2011,1
276.31,17.55,380,0.59,28.51,1.16,59.02,0,2011,1
276.32,17.72,380,0.56,30.14,1.18,62.39,0,2011,1
276.33,17.92,380,0.34,31.6,1.2,65.41,0,2011,1
276.34,18.01,380,0.75,32.65,1.2,67.59,0,2011,1
276.35,18.26,380,0.83,34.13,1.23,70.65,0,2011,1
276.36,18.49,380,1.22,35.4,1.25,73.28,0,2011,1
276.38,18.69,380,0.71,37.42,1.27,77.46,0,2011,1
276.39,18.92,380,0.46,176.2,1.29,364.73,0,2011,1
276.4,19.43,380,1.21,433.1,1.36,896.52,0,2011,1
276.41,19.77,380,1.03,539.3,1.39,1116.35,0,2011,1
276.42,20.09,380,0.98,572.9,1.43,1185.90,0,2011,1
276.43,20.32,380,1.32,605.2,1.47,1252.76,0,2011,1
276.44,20.56,380,1.14,634.1,1.51,1312.59,0,2011,1
276.45,21.03,380,1.06,660.8,1.57,1367.86,0,2011,1
276.46,21.23,380,1.12,677.5,1.59,1402.43,0,2011,1
276.47,21.29,380,1.58,692.8,1.6,1434.10,0,2011,1
276.48,21.32,380,1.69,704.6,1.62,1458.52,0,2011,1
276.49,21.2,380,1.63,715.1,1.61,1480.26,0,2011,1
276.5,21.3,380,1.6,720.6,1.63,1491.64,0,2011,1
276.51,21.29,380,1.86,723.6,1.64,1497.85,0,2011,1
276.52,21.29,380,1.81,721.2,1.65,1492.88,0,2011,1
276.53,21.42,380,1.67,720,1.67,1490.40,0,2011,1
276.54,21.88,380,1.52,712.2,1.74,1474.25,0,2011,1
276.55,22.2,380,1.73,701,1.8,1451.07,0,2011,1
276.56,22.36,380,1.67,685.6,1.82,1419.19,0,2011,1
276.57,22.23,380,1.46,666.9,1.81,1380.48,0,2011,1
276.58,22.08,380,1.89,641.9,1.79,1328.73,0,2011,1
276.59,22.6,380,1.68,614.6,1.87,1272.22,0,2011,1
276.6,22.24,380,1.63,585.6,1.82,1212.19,0,2011,1
276.61,22.71,380,1.67,554,1.89,1146.78,0,2011,1
276.62,22.69,380,1.53,519.7,1.89,1075.78,0,2011,1
276.64,23.05,380,1.58,481.7,1.95,997.12,0,2011,1
276.65,22.79,380,1.28,439.3,1.92,909.35,0,2011,1
276.66,22.8,380,1.34,395.8,1.92,819.31,0,2011,1
276.67,22.53,380,1.18,350,1.88,724.50,0,2011,1
276.68,22.54,380,1.11,303.6,1.88,628.45,0,2011,1
276.69,22.47,380,1.05,253.8,1.87,525.37,0,2011,1
276.7,22.17,380,0.95,199.5,1.82,412.97,0,2011,1
276.71,21.97,380,0.93,143.7,1.79,297.46,0,2011,1
276.72,21.2,380,0.84,49.6,1.67,102.67,0,2011,1
276.73,20.39,380,0.33,13.81,1.51,28.59,0,2011,1
276.74,19.89,380,0.31,3.82,1.44,7.91,0,2011,1
276.75,19.75,380,0.32,0.56,1.45,1.16,0,2011,1
276.76,19.5,380,0.08,0,1.42,0.00,0,2011,1
276.77,19.5,380,0.21,0,1.43,0.00,0,2011,1
276.78,19.32,380,0.54,0,1.39,0.00,0,2011,1
276.79,19.22,380,0.69,0,1.38,0.00,0,2011,1
276.8,19.41,380,0.64,0,1.42,0.00,0,2011,1
276.81,19.19,380,0.66,0,1.4,0.00,0,2011,1
276.82,19.13,380,0.86,0,1.4,0.00,0,2011,1
276.83,19.41,380,0.68,0,1.44,0.00,0,2011,1
276.84,19.52,380,0.9,0,1.45,0.00,0,2011,1
276.85,19.62,380,1.4,0,1.47,0.00,0,2011,1
276.86,19.63,380,2.14,0,1.49,0.00,0,2011,1
276.88,19.73,380,2.3,0,1.52,0.00,0,2011,1
276.89,19.66,380,1.94,0,1.51,0.00,0,2011,1
276.9,19.72,380,1.96,0,1.52,0.00,0,2011,1
276.91,19.78,380,1.78,0,1.56,0.00,0,2011,1
276.92,19.73,380,1.4,0,1.58,0.00,0,2011,1
276.93,19.76,380,1.04,0,1.63,0.00,0,2011,1
276.94,19.7,380,0.16,0,1.63,0.00,0,2011,1
276.95,19.53,380,1.04,0,1.56,0.00,0,2011,1
276.96,19.52,380,1.5,0,1.53,0.00,0,2011,1
276.97,19.53,380,1.83,0,1.51,0.00,0,2011,1
276.98,19.6,380,1.82,0,1.51,0.00,0,2011,1
276.99,19.49,380,1.97,0,1.48,0.00,0,2011,1
277,19.48,380,1.72,0,1.47,0.00,0,2011,1
277.01,19.4,380,1.5,0,1.46,0.00,0,2011,1
277.02,19.42,380,1.62,0,1.47,0.00,0,2011,1
277.03,19.35,380,1.52,0,1.46,0.00,0,2011,1
277.04,19.29,380,1.3,0,1.45,0.00,0,2011,1
277.05,19.14,380,1.54,0,1.42,0.00,0,2011,1
277.06,19.03,380,1.77,0,1.39,0.00,0,2011,1
277.07,19.04,380,1.37,0,1.41,0.00,0,2011,1
277.08,19.11,380,1.27,0,1.42,0.00,0,2011,1
277.09,18.99,380,1.56,0,1.4,0.00,0,2011,1
277.1,18.9,380,1.94,0,1.38,0.00,0,2011,1
277.11,18.78,380,2.15,0,1.36,0.00,0,2011,1
277.12,18.63,380,2.29,0,1.33,0.00,0,2011,1
277.14,18.5,380,1.95,0,1.32,0.00,0,2011,1
277.15,18.5,380,1.91,0,1.32,0.00,0,2011,1
277.16,18.62,380,2.15,0,1.35,0.00,0,2011,1
277.17,18.62,380,1.94,0,1.36,0.00,0,2011,1
277.18,18.73,380,1.84,0,1.4,0.00,0,2011,1
277.19,18.77,380,1.58,0,1.43,0.00,0,2011,1
277.2,18.79,380,1.87,0,1.43,0.00,0,2011,1
277.21,18.72,380,1.85,0,1.42,0.00,0,2011,1
277.22,18.62,380,2.03,0,1.4,0.00,0,2011,1
277.23,18.45,380,2.08,0,1.39,0.00,0,2011,1
277.24,18.46,380,1.9,0.22,1.39,0.46,0,2011,1
277.25,18.66,380,2.16,2.34,1.46,4.84,0,2011,1
277.26,18.9,380,2.96,8.4,1.46,17.39,0,2011,1
277.27,18.8,380,2.87,14.89,1.45,30.82,0,2011,1
277.28,18.84,380,2.17,20.02,1.44,41.44,0,2011,1
277.29,18.93,380,2.23,24.04,1.45,49.76,0,2011,1
277.3,18.95,380,2.31,27.28,1.47,56.47,0,2011,1
277.31,18.96,380,1.74,29.71,1.46,61.50,0,2011,1
277.32,18.85,380,1.23,32.01,1.44,66.26,0,2011,1
277.33,19,380,1.57,34.09,1.48,70.57,0,2011,1
277.34,19,380,1.81,35.83,1.52,74.17,0,2011,1
277.35,19.1,380,1.81,37.27,1.56,77.15,0,2011,1
277.36,19.12,380,1.52,38.32,1.57,79.32,0,2011,1
277.38,19.08,380,1.38,40.13,1.57,83.07,0,2011,1
277.39,19.1,380,1.61,105.9,1.58,219.21,0,2011,1
277.4,19.08,380,0.89,319.8,1.48,661.99,0,2011,1
277.41,19.5,380,0.28,537,1.46,1111.59,0,2011,1
277.42,19.72,380,0.97,571.5,1.52,1183.01,0,2011,1
277.43,20.47,380,0.66,602.5,1.63,1247.18,0,2011,1
277.44,20.85,380,1.03,630.3,1.7,1304.72,0,2011,1
277.45,21.09,380,0.83,654.8,1.75,1355.44,0,2011,1
277.46,21.46,380,1.17,675.3,1.82,1397.87,0,2011,1
277.47,21.82,380,1.05,695,1.88,1438.65,0,2011,1
277.48,21.83,380,1.11,709.6,1.88,1468.87,0,2011,1
277.49,21.92,380,1.27,720,1.89,1490.40,0,2011,1
277.5,22.2,380,1.49,723.6,1.94,1497.85,0,2011,1
277.51,22.26,380,1.92,726.9,1.94,1504.68,0,2011,1
277.52,22.12,380,1.31,726.4,1.9,1503.65,0,2011,1
277.53,21.89,380,1.32,724.3,1.83,1499.30,0,2011,1
277.54,21.96,380,1.27,716.1,1.85,1482.33,0,2011,1
277.55,22.16,380,1.8,701.2,1.9,1451.48,0,2011,1
277.56,22.39,380,1.65,685.7,1.93,1419.40,0,2011,1
277.57,22.55,380,1.45,667.6,1.94,1381.93,0,2011,1
277.58,22.65,380,1.74,644.9,1.96,1334.94,0,2011,1
277.59,22.73,380,1.15,622.6,1.97,1288.78,0,2011,1
277.6,23.37,380,0.68,595.4,2.1,1232.48,0,2011,1
277.61,23.07,380,1.33,563.7,2.14,1166.86,0,2011,1
277.62,23.31,380,0.96,528.1,2.22,1093.17,0,2011,1
277.64,23.15,380,1.43,491,2.23,1016.37,0,2011,1
277.65,23.02,380,1.87,450.2,2.24,931.91,0,2011,1
277.66,23.07,380,1.49,405.9,2.31,840.21,0,2011,1
277.67,23.25,380,1.26,362.4,2.34,750.17,0,2011,1
277.68,22.8,380,1.88,313.9,2.24,649.77,0,2011,1
277.69,22.35,380,2.71,265.7,2.15,550.00,0,2011,1
277.7,22.21,380,2.07,211.2,2.11,437.18,0,2011,1
277.71,21.98,380,1.75,153.8,2.04,318.37,0,2011,1
277.72,21.32,380,1.58,41.66,1.91,86.24,0,2011,1
277.73,20.6,380,1.43,11.92,1.76,24.67,0,2011,1
277.74,20.19,380,1.54,3.87,1.66,8.01,0,2011,1
277.75,19.81,380,1.27,0.56,1.58,1.16,0,2011,1
277.76,19.72,380,1.23,0,1.57,0.00,0,2011,1
277.77,19.28,380,1.68,0,1.43,0.00,0,2011,1
277.78,19.03,380,2.12,0,1.32,0.00,0,2011,1
277.79,18.95,380,2.2,0,1.32,0.00,0,2011,1
277.8,18.93,380,1.9,0,1.35,0.00,0,2011,1
277.81,19.1,380,1.71,0,1.41,0.00,0,2011,1
277.82,19.38,380,1.97,0,1.56,0.00,0,2011,1
277.83,19.51,380,2.54,0,1.62,0.00,0,2011,1
277.84,19.68,380,2.59,0,1.68,0.00,0,2011,1
277.85,19.73,380,2.56,0,1.7,0.00,0,2011,1
277.86,19.74,380,2.48,0,1.68,0.00,0,2011,1
277.88,19.46,380,2.33,0,1.58,0.00,0,2011,1
277.89,19.32,380,2.26,0,1.54,0.00,0,2011,1
277.9,19.47,380,1.95,0.02,1.56,0.04,0,2011,1
277.91,19.51,380,1.63,0,1.57,0.00,0,2011,1
277.92,19.55,380,1.79,0,1.57,0.00,0,2011,1
277.93,19.36,380,1.88,0,1.5,0.00,0,2011,1
277.94,19.15,380,2.21,0,1.46,0.00,0,2011,1
277.95,19.02,380,2.04,0,1.45,0.00,0,2011,1
277.96,19.08,380,1.96,0,1.48,0.00,0,2011,1
